ticket_id,created_at,department,title,description,resolution_notes,priority,status,pii_masked,ground_truth_category
SYN-0297,2026-07-12,IT,Account says credentials are invalid,Account says credentials are invalid on macOS. The issue happens repeatedly.,Unlocked the account and forced a secure password reset.,High,Resolved,true,Accounts / Passwords
SYN-0298,2026-06-17,Academic,Internet unavailable although Wi-Fi is connected,Internet unavailable although Wi-Fi is connected on Windows 11. This started this morning.,Restarted the network adapter and flushed the DNS cache.,High,Resolved,true,Wi-Fi / DNS
SYN-0299,2026-03-20,Operations,Company VPN connects then immediately disconnects,Company VPN connects then immediately disconnects on macOS. No recent hardware changes were made.,Updated the VPN client and re-created the connection profile.,Low,Resolved,true,VPN
SYN-0300,2026-06-07,HR,Windows cannot find network printer,Windows cannot find network printer on Windows 11. Please help because I need this for work.,Cleared the print queue and reinstalled the approved printer driver.,Low,Resolved,true,Printers
SYN-0301,2026-04-06,Academic,RDP connection times out from home network,RDP connection times out from home network on Ubuntu. The issue happens repeatedly.,,High,Open,true,Remote Desktop
SYN-0302,2026-06-24,Sales,Cannot sign in after password reset,Cannot sign in after password reset on Ubuntu. The issue happens repeatedly.,Unlocked the account and forced a secure password reset.,High,Resolved,true,Accounts / Passwords
SYN-0303,2026-08-23,Finance,Windows update failed and rolled back,Windows update failed and rolled back on Windows 11. The issue happens repeatedly.,Installed pending driver updates and repaired Windows update components.,High,Resolved,true,Windows / Updates
SYN-0304,2026-03-25,Finance,MFA approval never arrives on phone,MFA approval never arrives on phone on Windows 11. No recent hardware changes were made.,,High,Open,true,Outlook / MFA
SYN-0305,2026-08-19,Finance,Remote Desktop cannot connect to office PC,Remote Desktop cannot connect to office PC on Ubuntu. I already restarted the device once.,,High,Open,true,Remote Desktop
SYN-0306,2026-05-25,Sales,Approved software cannot be installed on laptop,Approved software cannot be installed on laptop on Ubuntu. No recent hardware changes were made.,Used the approved installer with administrator permission.,Medium,Resolved,true,Software Installation
SYN-0307,2026-03-07,Academic,DNS error while connected to office Wi-Fi,DNS error while connected to office Wi-Fi on Windows 11. The issue happens repeatedly.,Restarted the network adapter and flushed the DNS cache.,Low,Resolved,true,Wi-Fi / DNS
SYN-0308,2026-03-30,Sales,DNS error while connected to office Wi-Fi,DNS error while connected to office Wi-Fi on Windows 10. This started this morning.,Restarted the network adapter and flushed the DNS cache.,Medium,Resolved,true,Wi-Fi / DNS
SYN-0309,2026-04-15,HR,Internet unavailable although Wi-Fi is connected,Internet unavailable although Wi-Fi is connected on Ubuntu. It happens on my work laptop.,Restarted the network adapter and flushed the DNS cache.,Medium,Resolved,true,Wi-Fi / DNS
SYN-0310,2026-04-07,Academic,Remote Desktop shows credential error,Remote Desktop shows credential error on Windows 11. No recent hardware changes were made.,Enabled the approved RDP rule and verified the device was reachable.,Medium,Resolved,true,Remote Desktop
SYN-0311,2026-05-18,Sales,Remote access VPN drops after login,Remote access VPN drops after login on Windows 11. No recent hardware changes were made.,,Low,Open,true,VPN
SYN-0312,2026-03-18,Academic,Laptop connected to Wi-Fi but no internet access,Laptop connected to Wi-Fi but no internet access on Ubuntu. The issue happens repeatedly.,,Medium,Open,true,Wi-Fi / DNS
SYN-0313,2026-04-28,HR,Cannot sign in after password reset,Cannot sign in after password reset on macOS. I already restarted the device once.,Unlocked the account and forced a secure password reset.,High,Resolved,true,Accounts / Passwords
SYN-0314,2026-07-27,Sales,VPN disconnects every few minutes,VPN disconnects every few minutes on Windows 10. I already restarted the device once.,,Low,Open,true,VPN
SYN-0315,2026-06-02,Operations,VPN disconnects every few minutes,VPN disconnects every few minutes on Windows 10. I already restarted the device once.,Updated the VPN client and re-created the connection profile.,High,Resolved,true,VPN
SYN-0316,2026-04-23,Sales,DNS error while connected to office Wi-Fi,DNS error while connected to office Wi-Fi on Windows 11. This started this morning.,Restarted the network adapter and flushed the DNS cache.,Low,Resolved,true,Wi-Fi / DNS
SYN-0317,2026-07-28,Sales,Office printer prints blank pages,Office printer prints blank pages on macOS. I already restarted the device once.,Cleared the print queue and reinstalled the approved printer driver.,Medium,Resolved,true,Printers
SYN-0318,2026-02-26,IT,Outlook profile fails to synchronize mail,Outlook profile fails to synchronize mail on macOS. This started this morning.,,High,Open,true,Outlook / MFA
SYN-0319,2026-05-23,Finance,Authenticator code is rejected,Authenticator code is rejected on macOS. No recent hardware changes were made.,,High,Open,true,Outlook / MFA
SYN-0320,2026-03-23,Operations,Setup wizard reports missing dependency,Setup wizard reports missing dependency on Windows 11. It happens on my work laptop.,,Medium,Open,true,Software Installation
SYN-0321,2026-05-02,HR,Outlook profile fails to synchronize mail,Outlook profile fails to synchronize mail on macOS. No recent hardware changes were made.,Re-registered MFA and cleared cached Outlook credentials.,Low,Resolved,true,Outlook / MFA
SYN-0322,2026-05-24,Operations,Remote Desktop cannot connect to office PC,Remote Desktop cannot connect to office PC on Windows 11. Please help because I need this for work.,,Low,Open,true,Remote Desktop
SYN-0323,2026-03-26,Operations,Office printer prints blank pages,Office printer prints blank pages on macOS. This started this morning.,Cleared the print queue and reinstalled the approved printer driver.,High,Resolved,true,Printers
SYN-0324,2026-03-10,Academic,User account is locked after failed login attempts,User account is locked after failed login attempts on Windows 10. This started this morning.,,Low,Open,true,Accounts / Passwords
SYN-0325,2026-02-23,IT,Account says credentials are invalid,Account says credentials are invalid on Windows 10. I already restarted the device once.,Unlocked the account and forced a secure password reset.,Low,Resolved,true,Accounts / Passwords
SYN-0326,2026-08-23,Academic,Company VPN connects then immediately disconnects,Company VPN connects then immediately disconnects on Windows 11. Please help because I need this for work.,Updated the VPN client and re-created the connection profile.,Low,Resolved,true,VPN
SYN-0327,2026-04-08,Sales,Blue screen appears after installing an update,Blue screen appears after installing an update on macOS. It happens on my work laptop.,,Medium,Open,true,Windows / Updates
SYN-0328,2026-08-14,Operations,Laptop suddenly shows blue screen error 0x00000124,Laptop suddenly shows blue screen error 0x00000124 on Ubuntu. This started this morning.,,High,Open,true,Windows / Updates
SYN-0329,2026-08-23,IT,Remote computer is unavailable through RDP,Remote computer is unavailable through RDP on macOS. Please help because I need this for work.,Enabled the approved RDP rule and verified the device was reachable.,Low,Resolved,true,Remote Desktop
SYN-0330,2026-01-05,Sales,Cannot sign in after password reset,Cannot sign in after password reset on Ubuntu. It happens on my work laptop.,Unlocked the account and forced a secure password reset.,Low,Resolved,true,Accounts / Passwords
SYN-0331,2026-02-28,Sales,Password expired and user cannot log in,Password expired and user cannot log in on Windows 11. Please help because I need this for work.,,High,Open,true,Accounts / Passwords
SYN-0332,2026-07-15,Academic,Blue screen appears after installing an update,Blue screen appears after installing an update on Ubuntu. Please help because I need this for work.,,Low,Open,true,Windows / Updates
SYN-0333,2026-02-05,HR,Laptop is slow after Windows 11 update,Laptop is slow after Windows 11 update on Windows 10. The issue happens repeatedly.,,Low,Open,true,Windows / Updates
SYN-0334,2026-07-15,Operations,VPN disconnects every few minutes,VPN disconnects every few minutes on Windows 11. No recent hardware changes were made.,Updated the VPN client and re-created the connection profile.,Low,Resolved,true,VPN
SYN-0335,2026-01-03,Sales,Remote access VPN drops after login,Remote access VPN drops after login on Ubuntu. It happens on my work laptop.,Updated the VPN client and re-created the connection profile.,Low,Resolved,true,VPN
SYN-0336,2026-01-05,Sales,Remote Desktop shows credential error,Remote Desktop shows credential error on Ubuntu. This started this morning.,Enabled the approved RDP rule and verified the device was reachable.,Low,Resolved,true,Remote Desktop
SYN-0337,2026-03-15,Sales,Printer shows offline although it is powered on,Printer shows offline although it is powered on on Ubuntu. I already restarted the device once.,Cleared the print queue and reinstalled the approved printer driver.,Low,Resolved,true,Printers
SYN-0338,2026-02-08,HR,VPN tunnel is unstable from home network,VPN tunnel is unstable from home network on macOS. It happens on my work laptop.,Updated the VPN client and re-created the connection profile.,Medium,Resolved,true,VPN
SYN-0339,2026-04-06,Operations,Application installation fails with permission error,Application installation fails with permission error on Windows 11. No recent hardware changes were made.,,Low,Open,true,Software Installation
SYN-0340,2026-06-17,Finance,Printer is online but jobs stay in queue,Printer is online but jobs stay in queue on Ubuntu. Please help because I need this for work.,Cleared the print queue and reinstalled the approved printer driver.,Medium,Resolved,true,Printers
SYN-0341,2026-06-13,Academic,Remote Desktop cannot connect to office PC,Remote Desktop cannot connect to office PC on Windows 11. This started this morning.,Enabled the approved RDP rule and verified the device was reachable.,Medium,Resolved,true,Remote Desktop
SYN-0342,2026-05-25,Sales,Installer stops before completion,Installer stops before completion on Windows 10. I already restarted the device once.,Used the approved installer with administrator permission.,Low,Resolved,true,Software Installation
SYN-0343,2026-01-12,Academic,Remote computer is unavailable through RDP,Remote computer is unavailable through RDP on macOS. The issue happens repeatedly.,Enabled the approved RDP rule and verified the device was reachable.,High,Resolved,true,Remote Desktop
SYN-0344,2026-08-26,Finance,Wireless icon shows connected but websites do not load,Wireless icon shows connected but websites do not load on Windows 11. The issue happens repeatedly.,Restarted the network adapter and flushed the DNS cache.,Low,Resolved,true,Wi-Fi / DNS
SYN-0345,2026-03-18,Sales,Application installation fails with permission error,Application installation fails with permission error on Windows 11. The issue happens repeatedly.,Used the approved installer with administrator permission.,Medium,Resolved,true,Software Installation
SYN-0346,2026-07-13,Academic,Windows driver error after restart,Windows driver error after restart on Windows 10. The issue happens repeatedly.,Installed pending driver updates and repaired Windows update components.,High,Resolved,true,Windows / Updates
SYN-0347,2026-01-26,HR,Windows update failed and rolled back,Windows update failed and rolled back on Windows 10. It happens on my work laptop.,,High,Open,true,Windows / Updates
SYN-0348,2026-01-08,Operations,Installer stops before completion,Installer stops before completion on Ubuntu. I already restarted the device once.,Used the approved installer with administrator permission.,Medium,Resolved,true,Software Installation
SYN-0349,2026-02-17,Finance,Approved software cannot be installed on laptop,Approved software cannot be installed on laptop on macOS. I already restarted the device once.,,High,Open,true,Software Installation
SYN-0350,2026-03-10,Operations,VPN disconnects every few minutes,VPN disconnects every few minutes on Windows 11. No recent hardware changes were made.,Updated the VPN client and re-created the connection profile.,Medium,Resolved,true,VPN
SYN-0351,2026-01-28,Finance,Blue screen appears after installing an update,Blue screen appears after installing an update on macOS. Please help because I need this for work.,Installed pending driver updates and repaired Windows update components.,Medium,Resolved,true,Windows / Updates
SYN-0352,2026-02-03,HR,Printer is online but jobs stay in queue,Printer is online but jobs stay in queue on Ubuntu. Please help because I need this for work.,Cleared the print queue and reinstalled the approved printer driver.,High,Resolved,true,Printers
SYN-0353,2026-01-07,IT,Application installation fails with permission error,Application installation fails with permission error on Windows 10. The issue happens repeatedly.,Used the approved installer with administrator permission.,High,Resolved,true,Software Installation
SYN-0354,2026-01-04,Operations,Windows driver error after restart,Windows driver error after restart on Ubuntu. This started this morning.,Installed pending driver updates and repaired Windows update components.,High,Resolved,true,Windows / Updates
SYN-0355,2026-05-14,Academic,New employee account cannot access portal,New employee account cannot access portal on Ubuntu. I already restarted the device once.,Unlocked the account and forced a secure password reset.,Low,Resolved,true,Accounts / Passwords
SYN-0356,2026-03-10,HR,Windows cannot find network printer,Windows cannot find network printer on Windows 10. I already restarted the device once.,,Medium,Open,true,Printers
SYN-0357,2026-03-18,Finance,Print queue is stuck and cannot be cleared,Print queue is stuck and cannot be cleared on macOS. It happens on my work laptop.,,Low,Open,true,Printers
SYN-0358,2026-06-07,Operations,RDP connection times out from home network,RDP connection times out from home network on Windows 10. I already restarted the device once.,Enabled the approved RDP rule and verified the device was reachable.,Medium,Resolved,true,Remote Desktop
SYN-0359,2026-03-27,IT,DNS error while connected to office Wi-Fi,DNS error while connected to office Wi-Fi on Ubuntu. It happens on my work laptop.,,Medium,Open,true,Wi-Fi / DNS
SYN-0360,2026-03-24,Operations,Outlook cannot send email after password change,Outlook cannot send email after password change on macOS. I already restarted the device once.,Re-registered MFA and cleared cached Outlook credentials.,Medium,Resolved,true,Outlook / MFA
SYN-0361,2026-07-08,Sales,Blue screen appears after installing an update,Blue screen appears after installing an update on Windows 11. It happens on my work laptop.,,Medium,Open,true,Windows / Updates
SYN-0362,2026-04-04,Sales,Print queue is stuck and cannot be cleared,Print queue is stuck and cannot be cleared on Windows 11. The issue happens repeatedly.,Cleared the print queue and reinstalled the approved printer driver.,High,Resolved,true,Printers
SYN-0363,2026-01-07,Academic,Outlook profile fails to synchronize mail,Outlook profile fails to synchronize mail on Windows 11. Please help because I need this for work.,,Medium,Open,true,Outlook / MFA
SYN-0364,2026-06-22,HR,Company VPN connects then immediately disconnects,Company VPN connects then immediately disconnects on macOS. I already restarted the device once.,,Medium,Open,true,VPN
SYN-0365,2026-07-22,Finance,Authenticator code is rejected,Authenticator code is rejected on Ubuntu. The issue happens repeatedly.,,Medium,Open,true,Outlook / MFA
SYN-0366,2026-05-10,Sales,Setup wizard reports missing dependency,Setup wizard reports missing dependency on Windows 10. It happens on my work laptop.,,High,Open,true,Software Installation
SYN-0367,2026-07-16,Academic,VPN disconnects every few minutes,VPN disconnects every few minutes on macOS. I already restarted the device once.,Updated the VPN client and re-created the connection profile.,High,Resolved,true,VPN
SYN-0368,2026-06-15,IT,Wi-Fi connected but browser says no internet,Wi-Fi connected but browser says no internet on Ubuntu. This started this morning.,,Low,Open,true,Wi-Fi / DNS
SYN-0369,2026-02-26,Operations,VPN authentication fails after Windows update,VPN authentication fails after Windows update on macOS. Please help because I need this for work.,Updated the VPN client and re-created the connection profile.,Medium,Resolved,true,VPN
SYN-0370,2026-01-07,Finance,Outlook cannot send email after password change,Outlook cannot send email after password change on macOS. Please help because I need this for work.,,Low,Open,true,Outlook / MFA
SYN-0371,2026-03-31,IT,Remote access VPN drops after login,Remote access VPN drops after login on Ubuntu. I already restarted the device once.,Updated the VPN client and re-created the connection profile.,High,Resolved,true,VPN
SYN-0372,2026-05-02,Operations,Remote computer is unavailable through RDP,Remote computer is unavailable through RDP on Ubuntu. It happens on my work laptop.,Enabled the approved RDP rule and verified the device was reachable.,Low,Resolved,true,Remote Desktop
SYN-0373,2026-07-27,Finance,Printer is online but jobs stay in queue,Printer is online but jobs stay in queue on macOS. No recent hardware changes were made.,Cleared the print queue and reinstalled the approved printer driver.,Low,Resolved,true,Printers
SYN-0374,2026-05-13,Sales,MFA approval never arrives on phone,MFA approval never arrives on phone on Windows 11. It happens on my work laptop.,Re-registered MFA and cleared cached Outlook credentials.,High,Resolved,true,Outlook / MFA
SYN-0375,2026-03-01,Academic,Approved software cannot be installed on laptop,Approved software cannot be installed on laptop on Windows 11. I already restarted the device once.,,High,Open,true,Software Installation
SYN-0376,2026-01-08,Operations,Approved software cannot be installed on laptop,Approved software cannot be installed on laptop on Ubuntu. Please help because I need this for work.,Used the approved installer with administrator permission.,Low,Resolved,true,Software Installation
SYN-0377,2026-03-13,Sales,Cannot sign in after password reset,Cannot sign in after password reset on Windows 10. The issue happens repeatedly.,Unlocked the account and forced a secure password reset.,Low,Resolved,true,Accounts / Passwords
SYN-0378,2026-02-20,Finance,Blue screen appears after installing an update,Blue screen appears after installing an update on macOS. No recent hardware changes were made.,,Medium,Open,true,Windows / Updates
SYN-0379,2026-04-10,Sales,Computer repeatedly restarts after Windows update,Computer repeatedly restarts after Windows update on Windows 10. It happens on my work laptop.,,Medium,Open,true,Windows / Updates
SYN-0380,2026-02-14,Sales,RDP connection times out from home network,RDP connection times out from home network on Windows 10. No recent hardware changes were made.,Enabled the approved RDP rule and verified the device was reachable.,Low,Resolved,true,Remote Desktop
SYN-0381,2026-03-03,Finance,Windows update failed and rolled back,Windows update failed and rolled back on Windows 11. It happens on my work laptop.,Installed pending driver updates and repaired Windows update components.,High,Resolved,true,Windows / Updates
SYN-0382,2026-04-10,Sales,Outlook profile fails to synchronize mail,Outlook profile fails to synchronize mail on Windows 11. The issue happens repeatedly.,,Medium,Open,true,Outlook / MFA
SYN-0383,2026-05-05,Sales,Software setup cannot continue because admin rights are required,Software setup cannot continue because admin rights are required on Windows 11. Please help because I need this for work.,Used the approved installer with administrator permission.,Medium,Resolved,true,Software Installation
SYN-0384,2026-03-22,Sales,MFA approval never arrives on phone,MFA approval never arrives on phone on Windows 10. It happens on my work laptop.,,Low,Open,true,Outlook / MFA
SYN-0385,2026-02-19,Sales,RDP session disconnects after login,RDP session disconnects after login on Ubuntu. Please help because I need this for work.,,High,Open,true,Remote Desktop
SYN-0386,2026-07-01,Operations,Remote Desktop shows credential error,Remote Desktop shows credential error on Windows 11. This started this morning.,,High,Open,true,Remote Desktop
SYN-0387,2026-03-16,IT,Wireless icon shows connected but websites do not load,Wireless icon shows connected but websites do not load on Windows 11. The issue happens repeatedly.,Restarted the network adapter and flushed the DNS cache.,Medium,Resolved,true,Wi-Fi / DNS
SYN-0388,2026-05-25,Sales,Authenticator code is rejected,Authenticator code is rejected on Windows 10. The issue happens repeatedly.,,Low,Open,true,Outlook / MFA
SYN-0389,2026-07-30,Sales,Printer shows offline although it is powered on,Printer shows offline although it is powered on on Windows 10. No recent hardware changes were made.,Cleared the print queue and reinstalled the approved printer driver.,Medium,Resolved,true,Printers
SYN-0390,2026-01-27,IT,Account says credentials are invalid,Account says credentials are invalid on Windows 10. Please help because I need this for work.,Unlocked the account and forced a secure password reset.,Medium,Resolved,true,Accounts / Passwords
SYN-0391,2026-04-23,HR,Windows update failed and rolled back,Windows update failed and rolled back on Windows 11. No recent hardware changes were made.,Installed pending driver updates and repaired Windows update components.,High,Resolved,true,Windows / Updates
SYN-0392,2026-06-11,HR,Computer repeatedly restarts after Windows update,Computer repeatedly restarts after Windows update on Windows 11. I already restarted the device once.,,Low,Open,true,Windows / Updates
SYN-0393,2026-03-31,Sales,Wi-Fi connected but browser says no internet,Wi-Fi connected but browser says no internet on Windows 11. It happens on my work laptop.,Restarted the network adapter and flushed the DNS cache.,High,Resolved,true,Wi-Fi / DNS
SYN-0394,2026-05-27,Sales,Windows cannot find network printer,Windows cannot find network printer on Windows 10. I already restarted the device once.,Cleared the print queue and reinstalled the approved printer driver.,Medium,Resolved,true,Printers
SYN-0395,2026-08-10,Academic,Internet unavailable although Wi-Fi is connected,Internet unavailable although Wi-Fi is connected on Windows 11. I already restarted the device once.,Restarted the network adapter and flushed the DNS cache.,Low,Resolved,true,Wi-Fi / DNS
SYN-0396,2026-07-14,Operations,Laptop is slow after Windows 11 update,Laptop is slow after Windows 11 update on Windows 11. The issue happens repeatedly.,,High,Open,true,Windows / Updates
SYN-0397,2026-04-07,Finance,Print queue is stuck and cannot be cleared,Print queue is stuck and cannot be cleared on Windows 10. Please help because I need this for work.,,High,Open,true,Printers
SYN-0398,2026-04-27,IT,Windows cannot find network printer,Windows cannot find network printer on Windows 10. No recent hardware changes were made.,,Low,Open,true,Printers
SYN-0399,2026-08-06,Sales,Remote computer is unavailable through RDP,Remote computer is unavailable through RDP on Ubuntu. I already restarted the device once.,Enabled the approved RDP rule and verified the device was reachable.,Medium,Resolved,true,Remote Desktop
SYN-0400,2026-03-10,IT,Account says credentials are invalid,Account says credentials are invalid on macOS. The issue happens repeatedly.,Unlocked the account and forced a secure password reset.,High,Resolved,true,Accounts / Passwords
SYN-0401,2026-08-07,IT,Outlook profile fails to synchronize mail,Outlook profile fails to synchronize mail on Windows 10. This started this morning.,,Low,Open,true,Outlook / MFA
SYN-0402,2026-02-01,Operations,Remote Desktop cannot connect to office PC,Remote Desktop cannot connect to office PC on Ubuntu. This started this morning.,Enabled the approved RDP rule and verified the device was reachable.,Medium,Resolved,true,Remote Desktop
SYN-0403,2026-08-14,HR,Cannot sign in after password reset,Cannot sign in after password reset on macOS. This started this morning.,Unlocked the account and forced a secure password reset.,High,Resolved,true,Accounts / Passwords
SYN-0404,2026-01-22,Academic,Blue screen appears after installing an update,Blue screen appears after installing an update on Windows 11. This started this morning.,Installed pending driver updates and repaired Windows update components.,Medium,Resolved,true,Windows / Updates
SYN-0405,2026-04-20,Academic,Office printer prints blank pages,Office printer prints blank pages on Windows 10. This started this morning.,Cleared the print queue and reinstalled the approved printer driver.,Low,Resolved,true,Printers
SYN-0406,2026-02-03,Sales,Remote Desktop cannot connect to office PC,Remote Desktop cannot connect to office PC on Ubuntu. This started this morning.,Enabled the approved RDP rule and verified the device was reachable.,Low,Resolved,true,Remote Desktop
SYN-0407,2026-08-09,Academic,Windows update failed and rolled back,Windows update failed and rolled back on Windows 11. Please help because I need this for work.,,Low,Open,true,Windows / Updates
SYN-0408,2026-01-23,Finance,Account says credentials are invalid,Account says credentials are invalid on macOS. It happens on my work laptop.,Unlocked the account and forced a secure password reset.,Medium,Resolved,true,Accounts / Passwords
SYN-0409,2026-07-18,Academic,Authenticator code is rejected,Authenticator code is rejected on Windows 11. This started this morning.,Re-registered MFA and cleared cached Outlook credentials.,High,Resolved,true,Outlook / MFA
SYN-0410,2026-06-16,Operations,Wi-Fi connected but browser says no internet,Wi-Fi connected but browser says no internet on macOS. No recent hardware changes were made.,Restarted the network adapter and flushed the DNS cache.,Low,Resolved,true,Wi-Fi / DNS
SYN-0411,2026-06-07,HR,Authenticator code is rejected,Authenticator code is rejected on Windows 10. This started this morning.,,Low,Open,true,Outlook / MFA
SYN-0412,2026-07-06,IT,VPN tunnel is unstable from home network,VPN tunnel is unstable from home network on Ubuntu. It happens on my work laptop.,,Low,Open,true,VPN
SYN-0413,2026-06-15,HR,Password expired and user cannot log in,Password expired and user cannot log in on macOS. No recent hardware changes were made.,Unlocked the account and forced a secure password reset.,Low,Resolved,true,Accounts / Passwords
SYN-0414,2026-05-13,Academic,Office printer prints blank pages,Office printer prints blank pages on Ubuntu. It happens on my work laptop.,Cleared the print queue and reinstalled the approved printer driver.,High,Resolved,true,Printers
SYN-0415,2026-05-07,Finance,Wireless icon shows connected but websites do not load,Wireless icon shows connected but websites do not load on Windows 11. Please help because I need this for work.,,High,Open,true,Wi-Fi / DNS
SYN-0416,2026-08-16,IT,VPN tunnel is unstable from home network,VPN tunnel is unstable from home network on macOS. I already restarted the device once.,Updated the VPN client and re-created the connection profile.,Medium,Resolved,true,VPN
SYN-0417,2026-05-20,Operations,Installer stops before completion,Installer stops before completion on Windows 10. This started this morning.,Used the approved installer with administrator permission.,High,Resolved,true,Software Installation
SYN-0418,2026-03-09,Finance,VPN disconnects every few minutes,VPN disconnects every few minutes on Windows 10. Please help because I need this for work.,Updated the VPN client and re-created the connection profile.,High,Resolved,true,VPN
SYN-0419,2026-07-16,Operations,Printer shows offline although it is powered on,Printer shows offline although it is powered on on Ubuntu. This started this morning.,,High,Open,true,Printers
SYN-0420,2026-01-22,Finance,Outlook cannot send email after password change,Outlook cannot send email after password change on Windows 11. I already restarted the device once.,Re-registered MFA and cleared cached Outlook credentials.,High,Resolved,true,Outlook / MFA
SYN-0421,2026-05-31,IT,Windows driver error after restart,Windows driver error after restart on Ubuntu. No recent hardware changes were made.,Installed pending driver updates and repaired Windows update components.,Low,Resolved,true,Windows / Updates
SYN-0422,2026-01-23,Finance,Wireless icon shows connected but websites do not load,Wireless icon shows connected but websites do not load on Ubuntu. The issue happens repeatedly.,,High,Open,true,Wi-Fi / DNS
SYN-0423,2026-06-20,Finance,Internet unavailable although Wi-Fi is connected,Internet unavailable although Wi-Fi is connected on Windows 10. No recent hardware changes were made.,Restarted the network adapter and flushed the DNS cache.,Low,Resolved,true,Wi-Fi / DNS
SYN-0424,2026-05-08,Sales,Wireless icon shows connected but websites do not load,Wireless icon shows connected but websites do not load on macOS. I already restarted the device once.,Restarted the network adapter and flushed the DNS cache.,Medium,Resolved,true,Wi-Fi / DNS
SYN-0425,2026-07-07,Finance,Outlook cannot send email after password change,Outlook cannot send email after password change on macOS. Please help because I need this for work.,Re-registered MFA and cleared cached Outlook credentials.,Medium,Resolved,true,Outlook / MFA
SYN-0426,2026-07-02,Operations,VPN authentication fails after Windows update,VPN authentication fails after Windows update on Ubuntu. The issue happens repeatedly.,Updated the VPN client and re-created the connection profile.,Medium,Resolved,true,VPN
SYN-0427,2026-08-08,IT,DNS error while connected to office Wi-Fi,DNS error while connected to office Wi-Fi on Windows 11. It happens on my work laptop.,Restarted the network adapter and flushed the DNS cache.,Low,Resolved,true,Wi-Fi / DNS
SYN-0428,2026-07-09,Finance,Remote access VPN drops after login,Remote access VPN drops after login on Windows 10. I already restarted the device once.,Updated the VPN client and re-created the connection profile.,Low,Resolved,true,VPN
SYN-0429,2026-04-09,HR,Remote computer is unavailable through RDP,Remote computer is unavailable through RDP on Windows 10. The issue happens repeatedly.,Enabled the approved RDP rule and verified the device was reachable.,High,Resolved,true,Remote Desktop
SYN-0430,2026-03-24,Operations,Software setup cannot continue because admin rights are required,Software setup cannot continue because admin rights are required on macOS. It happens on my work laptop.,Used the approved installer with administrator permission.,Low,Resolved,true,Software Installation
SYN-0431,2026-05-09,HR,Windows update failed and rolled back,Windows update failed and rolled back on Windows 11. The issue happens repeatedly.,Installed pending driver updates and repaired Windows update components.,Low,Resolved,true,Windows / Updates
SYN-0432,2026-08-13,IT,Application installation fails with permission error,Application installation fails with permission error on macOS. It happens on my work laptop.,,Low,Open,true,Software Installation
SYN-0433,2026-04-05,IT,Remote Desktop cannot connect to office PC,Remote Desktop cannot connect to office PC on macOS. No recent hardware changes were made.,Enabled the approved RDP rule and verified the device was reachable.,High,Resolved,true,Remote Desktop
SYN-0434,2026-04-05,HR,Account says credentials are invalid,Account says credentials are invalid on Windows 11. I already restarted the device once.,,Low,Open,true,Accounts / Passwords
SYN-0435,2026-03-01,Academic,Application installation fails with permission error,Application installation fails with permission error on Windows 10. It happens on my work laptop.,Used the approved installer with administrator permission.,Low,Resolved,true,Software Installation
SYN-0436,2026-01-27,Sales,Installer stops before completion,Installer stops before completion on Windows 11. Please help because I need this for work.,Used the approved installer with administrator permission.,Medium,Resolved,true,Software Installation
SYN-0437,2026-07-02,Finance,Wireless icon shows connected but websites do not load,Wireless icon shows connected but websites do not load on Windows 10. I already restarted the device once.,Restarted the network adapter and flushed the DNS cache.,High,Resolved,true,Wi-Fi / DNS
SYN-0438,2026-04-28,Sales,Installer stops before completion,Installer stops before completion on Windows 10. The issue happens repeatedly.,Used the approved installer with administrator permission.,Low,Resolved,true,Software Installation
SYN-0439,2026-06-01,Operations,Application installation fails with permission error,Application installation fails with permission error on Windows 11. I already restarted the device once.,Used the approved installer with administrator permission.,Medium,Resolved,true,Software Installation
SYN-0440,2026-08-26,Academic,Windows cannot find network printer,Windows cannot find network printer on macOS. It happens on my work laptop.,,Medium,Open,true,Printers
SYN-0441,2026-01-20,HR,Office printer prints blank pages,Office printer prints blank pages on Windows 10. I already restarted the device once.,Cleared the print queue and reinstalled the approved printer driver.,Low,Resolved,true,Printers
SYN-0442,2026-04-30,Operations,Authenticator code is rejected,Authenticator code is rejected on Windows 10. The issue happens repeatedly.,Re-registered MFA and cleared cached Outlook credentials.,Medium,Resolved,true,Outlook / MFA
SYN-0443,2026-03-20,IT,Account says credentials are invalid,Account says credentials are invalid on Windows 10. This started this morning.,,Low,Open,true,Accounts / Passwords
SYN-0444,2026-01-11,IT,Printer shows offline although it is powered on,Printer shows offline although it is powered on on Windows 11. This started this morning.,Cleared the print queue and reinstalled the approved printer driver.,High,Resolved,true,Printers
SYN-0445,2026-04-12,Academic,Password expired and user cannot log in,Password expired and user cannot log in on macOS. It happens on my work laptop.,Unlocked the account and forced a secure password reset.,Low,Resolved,true,Accounts / Passwords
SYN-0446,2026-08-07,Sales,DNS error while connected to office Wi-Fi,DNS error while connected to office Wi-Fi on Windows 11. This started this morning.,,Medium,Open,true,Wi-Fi / DNS
SYN-0447,2026-02-01,Finance,Remote access VPN drops after login,Remote access VPN drops after login on Windows 11. I already restarted the device once.,Updated the VPN client and re-created the connection profile.,Low,Resolved,true,VPN
SYN-0448,2026-06-25,Sales,Installer stops before completion,Installer stops before completion on macOS. This started this morning.,Used the approved installer with administrator permission.,Low,Resolved,true,Software Installation
